product_position,promotion,seasonal,sales_volume,name,price,terms,section,season,material,origin,price_range,revenue
Aisle,No,No,984,Stretch Color Block Puffer Jacket Navy,55.99,Jackets,Woman,Winter,Wool,Portugal,High,55094.16
Aisle,No,No,872,Wool Blend Suit Jacket Navy,45.95,T-shirts,Woman,Autumn,Acrylic,Portugal,Medium,40068.4
Aisle,Yes,Yes,1479,Tailored Text T-Shirt White,15.99,Jackets,Man,Summer,Linen,Spain,Low,23649.21
End-cap,Yes,No,1145,Suede Laceless Sneakers Sand,47.95,Jackets,Man,Spring,Polyester,Cambodia,Medium,54902.75
Front of Store,No,Yes,999,Stretch Fine Knit Crop Sweater Ivory,25.0,Jackets,Woman,Autumn,Wool,Bangladesh,Low,24975.0
Front of Store,Yes,No,1232,Tailored Denim Shirt Charcoal,68.99,Sweaters,Woman,Autumn,Denim,Bangladesh,High,84995.68
Aisle,No,No,864,Relaxed Tuxedo Jacket Brown,75.99,Jeans,Woman,Winter,Polyester,Turkey,Premium,65655.36
Aisle,No,Yes,829,Linen Utility Pocket Jacket Taupe,73.99,T-shirts,Woman,Summer,Linen Blend,China,High,61337.71
End-cap,No,Yes,807,Slim Textured Sweater Sky Blue,59.99,T-shirts,Woman,Autumn,Wool,Turkey,High,48411.93
Front of Store,No,No,947,Regular Cotton Jacket Ecru,35.99,Shoes,Woman,Spring,Cotton,Spain,Medium,34082.53
End-cap,Yes,No,1393,Relaxed Bomber Jacket Charcoal,22.0,Jackets,Man,Autumn,Wool,India,Low,30646.0
End-cap,Yes,Yes,1324,100% Linen Overshirt Beige,66.95,Jackets,Man,Summer,Linen,Cambodia,High,88641.8
Aisle,No,No,832,Baggy Fit Jeans Ivory #3,29.0,Sweaters,Woman,Autumn,Polyester,Argentina,Medium,24128.0
End-cap,Yes,Yes,1461,Double-Breasted Contrast Interior Sweater Grey,25.0,Jackets,Woman,Winter,Acrylic,Turkey,Low,36525.0
Front of Store,Yes,Yes,1603,Belted Cotton - Linen Blend Jacket Ecru,70.99,Jackets,Woman,Summer,Linen,Portugal,High,113796.96999999999
End-cap,Yes,Yes,1262,Oversized High Collar Knit Sweater Sky Blue,31.95,Jackets,Woman,Autumn,Wool Blend,Portugal,Medium,40320.9
End-cap,No,Yes,706,Embroidered Multipiece Sneakers Burgundy,106.99,Jackets,Woman,Winter,Wool,Bangladesh,Premium,75534.94
Aisle,Yes,No,1386,Zippered Wool Blend Overshirt Burgundy #4,37.99,Jeans,Woman,Winter,Wool Blend,Morocco,Medium,52654.14
End-cap,No,No,854,Utility Hiking Boots Black,49.99,Shoes,Man,Autumn,Wool,India,Medium,42691.46
Aisle,Yes,No,1427,Cotton Overshirt Ivory #3,12.99,Jeans,Man,Autumn,Wool Blend,China,Low,18536.73
Aisle,No,Yes,941,Quilted Knit Sweater With Pearls Olive,28.99,T-shirts,Woman,Winter,Wool,China,Medium,27279.59
Aisle,No,Yes,927,Abstract Jacquard Sweater Beige,35.99,Jackets,Woman,Autumn,Wool,Turkey,Medium,33362.73
End-cap,No,No,651,Utility Heart Print T-Shirt Olive,130.99,Sweaters,Man,Summer,Linen,Vietnam,Premium,85274.49
Aisle,Yes,No,1180,Jacquard Denim Jacket Taupe,16.99,Jackets,Man,Autumn,Denim,Turkey,Low,20048.199999999997
End-cap,No,Yes,1035,Embroidered Wool And Cashmere Blend Rib Sweater Taupe,21.99,Jackets,Woman,Winter,Wool,Turkey,Low,22759.649999999998
Aisle,Yes,No,1490,Regular Baggy Fit Jeans Sand,56.99,Jackets,Woman,Winter,Wool,Spain,High,84915.1
Aisle,No,No,903,Structured Mixed Collar Waxed Jacket Beige,29.99,Shoes,Woman,Autumn,Wool Blend,Morocco,Medium,27080.969999999998
Front of Store,No,Yes,656,Structured Suede High-Tops Ecru #3,79.99,Sweaters,Man,Autumn,Wool Blend,Brazil,Premium,52473.439999999995
Aisle,Yes,Yes,1480,Double-Breasted Fleece Overshirt Ivory,86.0,Sweaters,Woman,Winter,Wool,Vietnam,Premium,127280.0
Front of Store,Yes,No,1275,High-Waist Oversized Cropped Jacket Limited Edition White,40.0,T-shirts,Man,Spring,Polyester,Turkey,Medium,51000.0
Aisle,No,Yes,934,Knit V-Neck Sweater Burgundy,38.99,Shoes,Woman,Winter,Wool,Turkey,Medium,36416.66
Aisle,Yes,Yes,1509,Double-Breasted Suit Jacket In 100% Linen Burgundy,22.0,T-shirts,Woman,Summer,Cotton,Bangladesh,Low,33198.0
Front of Store,Yes,Yes,1436,Stretch Ripped Denim Jacket Ivory,24.99,Jackets,Man,Winter,Polyester,Brazil,Low,35885.64
End-cap,Yes,Yes,1640,Suit Jacket In 100% Linen Burgundy,15.95,Sweaters,Woman,Summer,Linen Blend,Portugal,Low,26158.0
End-cap,No,No,714,Ribbed Boucle Textured Vest White #3,49.99,Shoes,Man,Spring,Polyester,Turkey,Medium,35692.86
Aisle,No,No,872,Structured Raised Text T-Shirt Limited Edition Sky Blue,38.0,T-shirts,Man,Summer,Cotton,Spain,Medium,33136.0
Aisle,Yes,No,1682,Double-Breasted Padded Bomber Jacket Taupe,31.95,Jackets,Woman,Winter,Cotton,Bangladesh,Medium,53739.9
Front of Store,No,No,858,Pleated Wool And Cashmere Blend Rib Sweater Navy,27.95,Jackets,Man,Winter,Wool Blend,Spain,Medium,23981.1
End-cap,No,Yes,956,Knit Knit Open Back Pearly Sweater Burgundy,17.0,Jackets,Man,Winter,Wool,Spain,Low,16252.0
Front of Store,No,No,715,Tailored Cable Knit Metallic Sweater Stone,59.0,Jackets,Woman,Autumn,Wool,China,High,42185.0
End-cap,No,No,854,Contrast Topstitching Crop Knit Sweater Navy,39.95,Sweaters,Man,Autumn,Wool,Brazil,Medium,34117.3
Aisle,No,No,753,Pleated Ripped Denim Jacket Navy,22.99,Jackets,Man,Spring,Denim,Turkey,Low,17311.469999999998
End-cap,Yes,No,1824,Linen Oversize Fit T-Shirt Burgundy,27.99,Jackets,Woman,Summer,Linen,Vietnam,Medium,51053.759999999995
End-cap,No,No,1031,Linen Oversized Cropped Jacket Limited Edition Sand,21.0,Sweaters,Woman,Summer,Linen,India,Low,21651.0
Aisle,Yes,No,1500,Linen Textured Denim Jacket Limited Edition Navy,41.95,Jackets,Woman,Spring,Linen Blend,Bangladesh,Medium,62925.00000000001
Front of Store,Yes,Yes,1504,Quilted Basic Puffer Jacket White,68.99,Jackets,Man,Winter,Wool Blend,Morocco,High,103760.95999999999
End-cap,Yes,Yes,1573,Knit Faux Leather Boxy Fit Jacket Black,18.99,Jackets,Man,Winter,Wool Blend,Cambodia,Low,29871.269999999997
Front of Store,No,No,696,Ribbed Contrasting Patches Bomber Jacket Charcoal,39.99,Sweaters,Man,Spring,Linen,China,Medium,27833.04
Front of Store,No,No,842,Knit Knit Sweater With Pearls Ivory,59.99,Jackets,Woman,Autumn,Polyester,Portugal,High,50511.58
Aisle,No,No,890,Pleated Pocket Jacket Beige,25.99,Jackets,Woman,Spring,Linen,Vietnam,Medium,23131.1
End-cap,Yes,Yes,1492,Slim Basic Puffer Jacket Black,57.95,Jackets,Woman,Winter,Acrylic,Morocco,High,86461.40000000001
Aisle,Yes,No,1385,Utility Suede High-Tops,18.95,Jackets,Woman,Autumn,Acrylic,China,Low,26245.75
End-cap,No,No,836,Fine Knit Crop Sweater White,45.99,Jackets,Man,Autumn,Wool,China,Medium,38447.64
Front of Store,No,Yes,827,Regular Fine Knit Sweater Burgundy,35.0,Sweaters,Man,Autumn,Polyester,Brazil,Medium,28945.0
Aisle,No,Yes,1016,Utility Textured Pocket Overshirt Black,50.95,Jackets,Woman,Winter,Polyester,China,High,51765.200000000004
Aisle,Yes,Yes,1108,Structured Textured Denim Jacket Limited Edition Black,42.99,Jackets,Man,Spring,Denim,Bangladesh,Medium,47632.920000000006
End-cap,No,No,1125,Fine Knit Sweater Navy,43.99,Shoes,Woman,Summer,Linen,Bangladesh,Medium,49488.75
End-cap,No,Yes,872,Knit Cropped Leather Jacket Beige,45.99,Sweaters,Woman,Autumn,Wool,Portugal,Medium,40103.28
Front of Store,Yes,Yes,1088,Baggy Fit Jeans Ecru,38.99,Sweaters,Man,Autumn,Denim,Turkey,Medium,42421.12
End-cap,Yes,No,1343,High-Waist Reversible Plaid Overshirt Brown,39.99,Jackets,Woman,Autumn,Wool Blend,Bangladesh,Medium,53706.57
Front of Store,Yes,Yes,1287,Utility Pocket Jacket White,15.99,Sweaters,Man,Spring,Polyester,China,Low,20579.13
Front of Store,No,No,826,Utility Faux Leather Oversized Jacket Limited Edition Brown,19.99,Jackets,Man,Autumn,Wool Blend,Spain,Low,16511.739999999998
End-cap,Yes,Yes,1466,Structured Semi-Sheer Knit Shirt Limited Edition Stone,17.95,Jackets,Woman,Autumn,Wool Blend,Spain,Low,26314.7
Front of Store,No,No,588,Semi-Sheer Knit Shirt Limited Edition Black,119.99,Jackets,Man,Autumn,Wool,Cambodia,Premium,70554.12
Aisle,No,No,709,Cropped Padded Corduroy Overshirt White,99.95,Sweaters,Man,Autumn,Cotton,Bangladesh,Premium,70864.55
Aisle,No,Yes,854,Knit Sweater With Piping Charcoal,28.95,Sweaters,Woman,Winter,Acrylic,Turkey,Medium,24723.3
Front of Store,No,No,1017,Faux Suede Jacket Stone,25.95,Sweaters,Woman,Autumn,Polyester,Turkey,Medium,26391.149999999998
End-cap,No,No,798,Faux Suede Bomber Jacket Burgundy #3,39.99,Shoes,Man,Spring,Cotton,Turkey,Medium,31912.02
Front of Store,No,Yes,610,Structured Knit Pearl Sweater Sand,119.95,Jackets,Woman,Spring,Linen,Turkey,Premium,73169.5
Front of Store,No,Yes,780,Embroidered Overshirt With Contrasting Topstitching White,39.99,Jackets,Woman,Autumn,Polyester,Spain,Medium,31192.2
End-cap,No,No,1045,Stretch Pocket Puffer Jacket,21.95,Jackets,Woman,Winter,Wool,Bangladesh,Low,22937.75
End-cap,Yes,Yes,1699,Embroidered Basic Slim Fit T-Shirt Brown,19.99,Jackets,Woman,Summer,Cotton,Morocco,Low,33963.009999999995
Front of Store,No,Yes,851,Knit Ribbed Knit T-Shirt Grey,29.95,Jackets,Man,Spring,Linen,India,Medium,25487.45
Aisle,No,Yes,765,Pleated Metal Bead Knit Sweater Khaki,49.99,Jackets,Man,Autumn,Wool Blend,India,Medium,38242.35
Front of Store,Yes,Yes,1234,Pleated Cotton Blend Bomber Jacket Sand,48.99,Shoes,Woman,Autumn,Cotton,Spain,Medium,60453.66
End-cap,Yes,Yes,1276,Structured Denim Bomber Jacket Sky Blue,20.99,T-shirts,Man,Spring,Cotton,China,Low,26783.239999999998
End-cap,Yes,Yes,1333,Oversized Adherent Stripes Sneakers,23.99,T-shirts,Man,Spring,Cotton,Bangladesh,Low,31978.67
Aisle,Yes,Yes,1436,Linen Soft Jewel Sweater Navy,26.0,Jackets,Woman,Summer,Cotton,Turkey,Medium,37336.0
End-cap,No,No,821,Suede High-Tops Sand,59.99,Jeans,Woman,Autumn,Denim,Morocco,High,49251.79
End-cap,Yes,Yes,1584,Tailored Structured Text T-Shirt Navy,15.99,Shoes,Man,Summer,Cotton,India,Low,25328.16
Aisle,Yes,Yes,1736,Pleated Washed Effect Bomber Jacket Ivory,23.99,Sweaters,Woman,Summer,Linen,China,Low,41646.64
End-cap,No,Yes,974,Double-Breasted Suede High-Tops Brown,28.99,Shoes,Woman,Winter,Viscose,Morocco,Medium,28236.26
Aisle,No,Yes,822,Retro High Top Sneakers Khaki,19.99,Sweaters,Man,Autumn,Polyester,Bangladesh,Low,16431.78
End-cap,No,Yes,896,Fine Knit Crop Sweater Olive,25.95,Sweaters,Woman,Autumn,Wool,Spain,Medium,23251.2
Aisle,No,Yes,831,Belted Striped Textured Overshirt Sand,49.99,Jackets,Woman,Autumn,Polyester,China,Medium,41541.69
Front of Store,No,No,923,Oversized Contrast Sole Leather Sneakers Ivory,33.99,Shoes,Woman,Winter,Cotton,Morocco,Medium,31372.77
End-cap,No,No,888,Embroidered Faux Leather Oversized Jacket Limited Edition Ivory,19.99,Jackets,Woman,Autumn,Polyester,Brazil,Low,17751.12
Front of Store,No,Yes,824,Chunky Sole Canvas Lace-Up Boots Olive,86.95,Jackets,Man,Winter,Polyester,Cambodia,Premium,71646.8
End-cap,No,No,728,Ribbed Pocket Jacket Khaki,59.99,Jackets,Woman,Autumn,Wool Blend,Vietnam,High,43672.72
Front of Store,No,No,778,Embroidered V-Neck Knit Sweater Sand,69.99,Sweaters,Man,Autumn,Wool,Spain,High,54452.219999999994
Aisle,Yes,No,1468,Textured Cropped Leather Jacket Navy,17.99,T-shirts,Man,Spring,Cotton,Bangladesh,Low,26409.319999999996
Front of Store,No,No,837,Stretch Alpaca And Wool Blend Tie Dye Knit Sweater White,29.99,T-shirts,Man,Autumn,Acrylic,Vietnam,Medium,25101.629999999997
End-cap,Yes,Yes,1037,Slim Faux Leather Jacket Burgundy,103.95,Sweaters,Man,Spring,Cotton,Bangladesh,Premium,107796.15000000001
End-cap,No,Yes,793,Double-Breasted Washed Technical Jacket Navy,25.95,Sweaters,Man,Autumn,Cotton,China,Medium,20578.35
Aisle,Yes,Yes,1465,Quilted Abstract Print Knit T-Shirt Khaki,16.95,Sweaters,Woman,Spring,Linen,China,Low,24831.75
End-cap,No,Yes,749,Textured Longline Quilted Jacket Brown,49.99,Jackets,Woman,Spring,Polyester,Turkey,Medium,37442.51
End-cap,Yes,No,1143,Ribbed Faux Shearling Lined Suede Boots Ivory,85.99,Jackets,Woman,Spring,Linen,Morocco,Premium,98286.56999999999
End-cap,Yes,No,1568,Pleated Overshirt Brown,18.0,Jackets,Man,Winter,Wool Blend,China,Low,28224.0
End-cap,No,Yes,921,Technical Overshirt Khaki,22.99,Jackets,Woman,Spring,Linen,Turkey,Low,21173.789999999997
End-cap,Yes,No,1289,Slim Textured Denim Jacket Limited Edition Khaki,61.99,Jackets,Woman,Spring,Denim,Spain,High,79905.11
Front of Store,Yes,No,1702,Stretch Contrast Interior Sweater Khaki,17.99,T-shirts,Woman,Summer,Cotton,Vietnam,Low,30618.979999999996
End-cap,Yes,Yes,1414,Utility Striped Crop Knit Sweater White,69.99,Jackets,Woman,Winter,Wool,Cambodia,High,98965.85999999999
Aisle,No,Yes,820,Pocket Denim Jacket Taupe,59.99,T-shirts,Man,Autumn,Wool,Portugal,High,49191.8
Aisle,No,No,842,Cropped Textured Denim Jacket Limited Edition Black,69.99,Jackets,Woman,Spring,Linen Blend,Pakistan,High,58931.579999999994
Aisle,Yes,Yes,1512,Knit Knit Sweater With Buttons Burgundy,18.99,Jackets,Man,Winter,Wool,Bangladesh,Low,28712.879999999997
End-cap,No,No,902,Cropped Pocket Jacket Sand,22.99,Shoes,Woman,Autumn,Cotton,Morocco,Low,20736.98
Aisle,Yes,Yes,1581,Embroidered Retro Running Sneakers Taupe,46.99,T-shirts,Woman,Summer,Cotton,Argentina,Medium,74291.19
End-cap,No,No,912,Reversible Plaid Overshirt #4,15.99,T-shirts,Woman,Spring,Linen,India,Low,14582.880000000001
Aisle,No,Yes,822,Embroidered Hiking Boots Taupe,49.99,Jackets,Woman,Spring,Viscose,India,Medium,41091.78
Aisle,Yes,No,1459,Ribbed Retro Running Sneakers Olive,31.95,Shoes,Woman,Autumn,Polyester,Turkey,Medium,46615.049999999996
Aisle,Yes,No,1533,Satin Stretch Pocket Overshirt Sky Blue,21.0,Jackets,Woman,Spring,Cotton,Brazil,Low,32193.0
Aisle,No,Yes,840,Ribbed Padded Bomber Jacket,15.99,T-shirts,Man,Autumn,Polyester,Turkey,Low,13431.6
Front of Store,No,Yes,756,Linen Double Faced Jacket Beige #3,50.99,Sweaters,Man,Summer,Linen,Morocco,High,38548.44
Aisle,Yes,Yes,1206,Stretch Suede Retro Sneakers,17.95,Jackets,Man,Spring,Cotton,Pakistan,Low,21647.7
Aisle,No,No,965,Tailored Slim Fit Suit Jacket Charcoal,39.95,Jackets,Woman,Autumn,Cotton,China,Medium,38551.75
End-cap,Yes,Yes,1455,Structured Denim Shirt,47.99,Shoes,Woman,Autumn,Denim,China,Medium,69825.45
Front of Store,Yes,No,1199,Slim Textured Pocket Overshirt Burgundy,68.95,T-shirts,Woman,Spring,Cotton,Turkey,High,82671.05
End-cap,No,No,970,Faux Shearling Plaid Jacket #3,25.95,Jackets,Woman,Autumn,Polyester,Brazil,Medium,25171.5
Front of Store,Yes,Yes,1504,Double Strap Suede Sandals Olive,25.99,Jackets,Woman,Summer,Viscose,Cambodia,Medium,39088.96
Front of Store,No,Yes,955,Vintage Effect Leather Bomber Jacket Brown,33.99,Jackets,Man,Summer,Cotton,China,Medium,32460.45
End-cap,No,No,792,Satin Boucle Textured Vest Stone,69.0,Shoes,Man,Autumn,Wool Blend,China,High,54648.0
End-cap,No,No,778,Utility Lightweight Puffer Jacket Beige,35.0,Jackets,Woman,Autumn,Wool,Cambodia,Medium,27230.0
Aisle,Yes,Yes,1269,Quilted Wool Blend Knit Sweater #3,47.99,Jackets,Man,Autumn,Wool,Morocco,Medium,60899.310000000005
End-cap,No,No,861,Embroidered Topstitch Sneakers,15.95,Sweaters,Woman,Autumn,Wool Blend,Brazil,Low,13732.949999999999
End-cap,Yes,Yes,1494,Tailored Cable Knit Metallic Sweater Stone,31.99,Jackets,Woman,Autumn,Wool Blend,Bangladesh,Medium,47793.06
Front of Store,Yes,Yes,1556,Tailored Knit Sweater With Piping Black,53.95,Jackets,Woman,Winter,Acrylic,Brazil,High,83946.20000000001
End-cap,Yes,Yes,1375,Stretch Faux Suede Overshirt Black,31.95,T-shirts,Man,Spring,Cotton,China,Medium,43931.25
Front of Store,No,Yes,880,Knit Knit Sweater With Pearls Black,31.95,T-shirts,Man,Winter,Wool,China,Medium,28116.0
Aisle,Yes,No,1647,High-Waist Contrasting Collar Jacket Grey,29.95,Jackets,Woman,Winter,Cotton,Pakistan,Medium,49327.65
End-cap,Yes,Yes,1180,Embroidered Cotton - Linen Blend Jacket Stone,35.99,Shoes,Man,Spring,Linen,China,Medium,42468.200000000004
Aisle,No,No,1068,Oversized Double Strap Suede Sandals Navy,29.99,Jackets,Woman,Summer,Cotton,India,Medium,32029.32
Aisle,No,No,1081,Textured Wool Blend Felt Texture Jacket Khaki,39.99,Shoes,Woman,Winter,Acrylic,Argentina,Medium,43229.19
End-cap,Yes,Yes,1277,Quilted Cropped Overshirt Taupe,64.99,Sweaters,Man,Spring,Linen Blend,India,High,82992.23
Aisle,No,No,833,Cropped Contrast Jacquard Jacket Brown,84.99,Jackets,Woman,Winter,Wool,China,Premium,70796.67
Aisle,Yes,No,1650,Tailored Pocket Puffer Jacket Black,29.0,T-shirts,Woman,Winter,Wool Blend,Cambodia,Medium,47850.0
Aisle,No,No,825,Textured Padded Denim Jacket Taupe,59.99,Jackets,Woman,Autumn,Denim,Bangladesh,High,49491.75
End-cap,No,Yes,991,Satin Padded Denim Jacket,32.95,Shoes,Woman,Winter,Wool Blend,Cambodia,Medium,32653.450000000004
End-cap,Yes,Yes,1480,Oversized Wool Blend Textured Jacket Sand,44.95,Jackets,Woman,Winter,Wool,China,Medium,66526.0
Aisle,No,No,887,Structured Abstract Jacquard Sweater Ivory,16.99,Jackets,Man,Winter,Acrylic,China,Low,15070.13
End-cap,Yes,Yes,1290,Textured Baggy Belted Jeans Ivory,62.99,Sweaters,Man,Winter,Cotton,Bangladesh,High,81257.1
Aisle,No,No,841,Textured Chunky Sneakers Brown,77.95,T-shirts,Woman,Winter,Acrylic,Pakistan,Premium,65555.95
Front of Store,No,Yes,1045,Leather Jacket Olive,42.99,T-shirts,Woman,Summer,Cotton,India,Medium,44924.55
Front of Store,No,No,942,Tailored Retro Running Sneakers Ecru,21.95,Jackets,Man,Winter,Wool Blend,Bangladesh,Low,20676.899999999998
Aisle,No,No,795,Knit Woven Leather Slides Stone,25.95,Sweaters,Man,Autumn,Wool,India,Medium,20630.25
End-cap,No,Yes,887,Textured Purl Knit Sweater Olive,35.99,Jackets,Woman,Autumn,Polyester,Vietnam,Medium,31923.13
Aisle,Yes,Yes,1264,Tailored High Collar Knit Sweater Khaki,74.99,Jackets,Woman,Autumn,Wool,China,High,94787.36
End-cap,Yes,Yes,1260,Structured Twill Overshirt Ivory,48.95,Jackets,Man,Autumn,Wool Blend,Pakistan,Medium,61677.0
End-cap,Yes,Yes,1433,Pleated Faux Leather Oversized Jacket Limited Edition Sky Blue,17.0,Jackets,Woman,Spring,Linen,Turkey,Low,24361.0
Front of Store,No,Yes,812,Regular Knit Sweater With Piping Olive,44.95,Jackets,Man,Winter,Wool,Portugal,Medium,36499.4
Aisle,No,No,923,Oversized V-Neck Knit Sweater Charcoal,17.95,Jackets,Woman,Summer,Cotton,Spain,Low,16567.85
Front of Store,No,Yes,1081,Ribbed Cotton Blend Bomber Jacket Stone,27.99,Jackets,Woman,Winter,Wool,China,Medium,30257.19
Aisle,No,No,925,Linen V-Neck Knit Sweater Ivory,95.99,Shoes,Woman,Summer,Cotton,Brazil,Premium,88790.75
Aisle,No,No,867,Stretch Hooded Knit Cardigan Navy,25.99,Jackets,Woman,Autumn,Wool,Bangladesh,Medium,22533.329999999998
Aisle,No,No,1094,Structured Hooded Knit Cardigan Navy,32.0,T-shirts,Woman,Winter,Wool,Morocco,Medium,35008.0
Aisle,No,No,792,Utility Longline Quilted Jacket Navy,63.99,T-shirts,Woman,Winter,Wool,Portugal,High,50680.08
Front of Store,Yes,No,1215,Embroidered Woven Leather Slides Sky Blue,96.99,T-shirts,Man,Winter,Wool Blend,Portugal,Premium,117842.84999999999
Aisle,No,Yes,543,Cropped Textured Jacket Charcoal,119.99,Jackets,Man,Spring,Cotton,Bangladesh,Premium,65154.57
Front of Store,No,No,823,Tailored Longline Quilted Jacket Grey,29.99,Jackets,Woman,Autumn,Wool Blend,Turkey,Medium,24681.77
Front of Store,No,Yes,814,Linen 100% Wool Suit Jacket White,65.99,Shoes,Man,Summer,Linen,Pakistan,High,53715.85999999999
Aisle,No,Yes,983,Slim Text T-Shirt Burgundy,17.99,Sweaters,Man,Summer,Cotton,Brazil,Low,17684.17
Front of Store,Yes,Yes,1110,Belted Pocket Overshirt Brown,71.95,Jackets,Man,Spring,Cotton,Turkey,High,79864.5
Front of Store,Yes,Yes,1549,Satin Retro High Top Sneakers Ivory,12.99,Jackets,Man,Autumn,Satin,China,Low,20121.510000000002
Aisle,No,No,770,Utility Contrast Interior Sweater White,66.99,Jackets,Man,Winter,Wool,Spain,High,51582.299999999996
Aisle,Yes,Yes,1332,Linen Woven Leather Slides White,32.95,Jeans,Woman,Spring,Linen,Bangladesh,Medium,43889.4
Aisle,No,Yes,840,Waxed Effect Plaid Jacket Brown,59.99,T-shirts,Woman,Spring,Cotton,Morocco,High,50391.6
Aisle,No,No,810,Pleated Pocket Puffer Jacket Ivory,75.95,Sweaters,Woman,Summer,Cotton,Portugal,Premium,61519.5
Front of Store,No,No,1006,Slim Contrast Interior Sweater Navy,32.99,Shoes,Man,Winter,Wool Blend,Vietnam,Medium,33187.94
End-cap,No,Yes,844,Oversized Abstract Jacquard Sweater Ecru,59.95,Jackets,Woman,Autumn,Acrylic,India,High,50597.8
Aisle,Yes,Yes,1634,Regular Structured Text T-Shirt Black,36.99,Jackets,Woman,Summer,Linen Blend,Spain,Medium,60441.66
Front of Store,Yes,Yes,1347,Quilted Suede Running Sneakers Khaki,24.99,Sweaters,Woman,Spring,Cotton,Pakistan,Low,33661.53
End-cap,No,Yes,869,Linen Oversized Bomber Jacket Olive,84.0,Jackets,Woman,Summer,Linen,Turkey,Premium,72996.0
Aisle,Yes,Yes,1629,Stretch Basic Puffer Jacket Stone,56.99,Jackets,Woman,Winter,Polyester,Turkey,High,92836.71
End-cap,No,No,799,Double-Breasted Textured Pocket Jacket Sky Blue,29.99,Sweaters,Woman,Autumn,Polyester,China,Medium,23962.01
End-cap,Yes,Yes,1321,Stretch Straight Suit Jacket Black,31.99,Jackets,Woman,Spring,Cotton,Bangladesh,Medium,42258.79
Aisle,No,No,821,Washed Technical Jacket Sand,35.99,Sweaters,Man,Autumn,Polyester,Bangladesh,Medium,29547.79
Aisle,No,Yes,974,Double-Breasted Faux Leather Bomber Jacket Grey,22.95,Jackets,Woman,Winter,Wool Blend,Portugal,Low,22353.3
Front of Store,No,No,923,Pocket Overshirt Burgundy,39.99,Sweaters,Woman,Autumn,Polyester,Vietnam,Medium,36910.770000000004
Aisle,No,No,876,Satin Quilted Structured Overshirt Navy,19.95,Jackets,Woman,Autumn,Wool,Bangladesh,Low,17476.2
End-cap,No,No,988,Relaxed Heart Print T-Shirt Black,48.99,Jackets,Man,Summer,Cotton,India,Medium,48402.12
End-cap,Yes,No,1498,Slim Pocket Overshirt Beige,64.99,Jackets,Woman,Winter,Wool,China,High,97355.01999999999
Front of Store,No,No,820,Stretch Stretch Pocket Overshirt Sand,43.99,Jackets,Man,Summer,Linen,Spain,Medium,36071.8
Aisle,No,No,815,Quilted Basic Medium Weight T-Shirt Navy,45.0,Shoes,Woman,Spring,Cotton,Pakistan,Medium,36675.0
End-cap,Yes,Yes,1103,High-Waist Leather Jacket Stone,74.99,Shoes,Man,Spring,Cotton,Turkey,High,82713.97
Aisle,Yes,Yes,1379,Slim Printed Cropped Fit Shirt Limited Edition Brown,81.95,T-shirts,Man,Winter,Wool Blend,Bangladesh,Premium,113009.05
Front of Store,No,No,1105,Double-Breasted Heart Print T-Shirt Black,25.99,Sweaters,Woman,Summer,Linen,Portugal,Medium,28718.949999999997
End-cap,Yes,No,1204,Knit Textured Pocket Jacket,50.95,Jackets,Man,Autumn,Wool,India,High,61343.8
